lectureID,videoWeek,videoID,videoDuration,initTime,user,currentTime,eventTime,eventType,pauseState,playbackRate,seekType,seekFrom,seekTo,interval,jumpedTime,timeSinceStart,pauseType,numOfQuizzes,pauseDuration,isScroll
113,6,6,1359,1.35109771346e+12,f7cbb9aed0f0f9e62a7e455196f7808612b36674,0,1.35109771349e+12,play,False,1,NA,NA,NA,PlayStart,NA,0.033,NA,0,NA,NA
113,6,6,1359,1.35109771346e+12,f7cbb9aed0f0f9e62a7e455196f7808612b36674,1223.01867676,1.35109893914e+12,pause,True,1,NA,NA,NA,1225.646,NA,1225.679,DEFAULT,0,213.673,NA
113,6,6,1359,1.35109771346e+12,f7cbb9aed0f0f9e62a7e455196f7808612b36674,1223.43664551,1.35109915281e+12,play,False,1,NA,NA,NA,213.673,NA,1439.352,NA,0,NA,NA
113,6,6,1359,1.35109771346e+12,f7cbb9aed0f0f9e62a7e455196f7808612b36674,1359,1.35109929225e+12,pause,True,1,NA,NA,NA,139.437,NA,1578.789,PLAYEND,0,NA,NA
113,6,6,1359,1.35171705842e+12,a4ed07d6341f1c0c59a2b13617c6d62f3e705347,0,1.35171705844e+12,play,False,1,NA,NA,NA,PlayStart,NA,0.021,NA,0,NA,NA
113,6,6,1359,1.35171705842e+12,a4ed07d6341f1c0c59a2b13617c6d62f3e705347,388.253265381,1.35171706979e+12,seeked,False,1,FW,11.355,388.253265381,11.355,376.898265381,11.376,NA,0,NA,NA
113,6,6,1359,1.35171705842e+12,a4ed07d6341f1c0c59a2b13617c6d62f3e705347,1223.00012207,1.35171790463e+12,pause,True,1,NA,NA,NA,834.834,NA,846.21,DEFAULT,0,8.458,NA
113,6,6,1359,1.35171705842e+12,a4ed07d6341f1c0c59a2b13617c6d62f3e705347,1223.6138916,1.35171791308e+12,play,False,1,NA,NA,NA,8.458,NA,854.668,NA,0,NA,NA
113,6,6,1359,1.35171705842e+12,a4ed07d6341f1c0c59a2b13617c6d62f3e705347,1359,1.35171805201e+12,pause,True,1,NA,NA,NA,138.926,NA,993.594,PLAYEND,0,NA,NA
113,6,6,1359,1.35175024331e+12,2d641b14a14af9351ae77fb6c21abd39eb6b5cb2,0,1.35175024334e+12,play,False,1,NA,NA,NA,PlayStart,NA,0.028,NA,0,NA,NA
113,6,6,1359,1.35175024331e+12,2d641b14a14af9351ae77fb6c21abd39eb6b5cb2,710.998352051,1.35175024975e+12,seeked,False,1,FW,6.418,710.998352051,6.418,704.580352051,6.446,NA,0,NA,NA
113,6,6,1359,1.35175024331e+12,2d641b14a14af9351ae77fb6c21abd39eb6b5cb2,551.636657715,1.35175025985e+12,seeked,False,1,BW,721.093352051,551.636657715,10.095,-169.456694336,16.541,NA,0,NA,NA
113,6,6,1359,1.35175024331e+12,2d641b14a14af9351ae77fb6c21abd39eb6b5cb2,423.797058105,1.35175026363e+12,seeked,False,1,BW,555.417657715,423.797058105,3.781,-131.620599609,20.322,NA,0,NA,NA
113,6,6,1359,1.35175024331e+12,2d641b14a14af9351ae77fb6c21abd39eb6b5cb2,329.230773926,1.35175026735e+12,seeked,False,1,BW,427.513058105,329.230773926,3.716,-98.2822841797,24.038,NA,0,NA,NA
113,6,6,1359,1.35175024331e+12,2d641b14a14af9351ae77fb6c21abd39eb6b5cb2,301.211151123,1.35175027597e+12,seeked,False,1,BW,337.855773926,301.211151123,8.625,-36.6446228027,32.663,NA,0,NA,NA
113,6,6,1359,1.35175024331e+12,2d641b14a14af9351ae77fb6c21abd39eb6b5cb2,390.880645752,1.3517503657e+12,ratechange,False,1.25,NA,NA,NA,89.729,NA,122.392,NA,0,NA,NA
113,6,6,1359,1.35175024331e+12,2d641b14a14af9351ae77fb6c21abd39eb6b5cb2,391.12991333,1.35175036591e+12,ratechange,False,1.5,NA,NA,NA,0.214,NA,122.606,NA,0,NA,NA
113,6,6,1359,1.35175024331e+12,2d641b14a14af9351ae77fb6c21abd39eb6b5cb2,391.412139893,1.35175036613e+12,ratechange,False,1.75,NA,NA,NA,0.213,NA,122.819,NA,0,NA,NA
113,6,6,1359,1.35175024331e+12,2d641b14a14af9351ae77fb6c21abd39eb6b5cb2,394.483276367,1.35175036788e+12,ratechange,False,2,NA,NA,NA,1.75,NA,124.569,NA,0,NA,NA
113,6,6,1359,1.35175024331e+12,2d641b14a14af9351ae77fb6c21abd39eb6b5cb2,416.388946533,1.35175037884e+12,ratechange,False,1.75,NA,NA,NA,10.962,NA,135.531,NA,0,NA,NA
113,6,6,1359,1.35175024331e+12,2d641b14a14af9351ae77fb6c21abd39eb6b5cb2,416.689208984,1.35175037902e+12,ratechange,False,1.5,NA,NA,NA,0.186,NA,135.717,NA,0,NA,NA
113,6,6,1359,1.35175024331e+12,2d641b14a14af9351ae77fb6c21abd39eb6b5cb2,416.977966309,1.35175037921e+12,ratechange,False,1.25,NA,NA,NA,0.188,NA,135.905,NA,0,NA,NA
113,6,6,1359,1.35175024331e+12,2d641b14a14af9351ae77fb6c21abd39eb6b5cb2,417.892608643,1.35175037995e+12,ratechange,False,1,NA,NA,NA,0.74,NA,136.645,NA,0,NA,NA
113,6,6,1359,1.35175024331e+12,2d641b14a14af9351ae77fb6c21abd39eb6b5cb2,1034.34545898,1.35175099639e+12,pause,True,1,NA,NA,NA,616.441,NA,753.086,DEFAULT,0,15.133,NA
113,6,6,1359,1.35175024331e+12,2d641b14a14af9351ae77fb6c21abd39eb6b5cb2,1034.35510254,1.35175101153e+12,play,False,1,NA,NA,NA,15.133,NA,768.219,NA,0,NA,NA
113,6,6,1359,1.35175024331e+12,2d641b14a14af9351ae77fb6c21abd39eb6b5cb2,1040.70263672,1.35175101787e+12,ratechange,False,1.25,NA,NA,NA,6.346,NA,774.565,NA,0,NA,NA
113,6,6,1359,1.35175024331e+12,2d641b14a14af9351ae77fb6c21abd39eb6b5cb2,1043.27026367,1.35175101994e+12,ratechange,False,1.5,NA,NA,NA,2.071,NA,776.636,NA,0,NA,NA
113,6,6,1359,1.35175024331e+12,2d641b14a14af9351ae77fb6c21abd39eb6b5cb2,1121.85314941,1.35175107234e+12,ratechange,False,1.25,NA,NA,NA,52.4,NA,829.036,NA,0,NA,NA
113,6,6,1359,1.35175024331e+12,2d641b14a14af9351ae77fb6c21abd39eb6b5cb2,1122.00842285,1.35175107247e+12,ratechange,False,1,NA,NA,NA,0.127,NA,829.163,NA,0,NA,NA
113,6,6,1359,1.35175024331e+12,2d641b14a14af9351ae77fb6c21abd39eb6b5cb2,1115.53186035,1.35175107346e+12,seeked,False,1,BW,1122.99242285,1115.53186035,0.984,-7.4605625,830.147,NA,0,NA,NA
113,6,6,1359,1.35175024331e+12,2d641b14a14af9351ae77fb6c21abd39eb6b5cb2,1223.04187012,1.35175118102e+12,pause,True,1,NA,NA,NA,107.56,NA,937.707,DEFAULT,0,5.895,NA
113,6,6,1359,1.35175024331e+12,2d641b14a14af9351ae77fb6c21abd39eb6b5cb2,1223.04284668,1.35175118691e+12,play,False,1,NA,NA,NA,5.895,NA,943.602,NA,0,NA,NA
113,6,6,1359,1.35175024331e+12,2d641b14a14af9351ae77fb6c21abd39eb6b5cb2,1234,1.35175119787e+12,ratechange,False,1.25,NA,NA,NA,10.961,NA,954.563,NA,0,NA,NA
113,6,6,1359,1.35175024331e+12,2d641b14a14af9351ae77fb6c21abd39eb6b5cb2,1234.26062012,1.35175119809e+12,ratechange,False,1.5,NA,NA,NA,0.223,NA,954.786,NA,0,NA,NA
113,6,6,1359,1.35175024331e+12,2d641b14a14af9351ae77fb6c21abd39eb6b5cb2,1337.78771973,1.35175126712e+12,ratechange,False,1.25,NA,NA,NA,69.03,NA,1023.816,NA,0,NA,NA
113,6,6,1359,1.35175024331e+12,2d641b14a14af9351ae77fb6c21abd39eb6b5cb2,1338.06628418,1.35175126734e+12,ratechange,False,1,NA,NA,NA,0.219,NA,1024.035,NA,0,NA,NA
113,6,6,1359,1.35175024331e+12,2d641b14a14af9351ae77fb6c21abd39eb6b5cb2,1359,1.35175129173e+12,pause,True,1,NA,NA,NA,24.39,NA,1048.425,PLAYEND,0,NA,NA
113,6,6,1359,1.35205229766e+12,2986785412a0766f7d36aaa98f4421fdd4bd5b07,0,1.3520522977e+12,play,False,1,NA,NA,NA,PlayStart,NA,0.034,NA,0,NA,NA
113,6,6,1359,1.35205229766e+12,2986785412a0766f7d36aaa98f4421fdd4bd5b07,149.291183472,1.35205244665e+12,seeked,False,1,FW,148.953,149.291183472,148.953,0.33818347168,148.987,NA,0,NA,NA
113,6,6,1359,1.35205229766e+12,2986785412a0766f7d36aaa98f4421fdd4bd5b07,1223.03186035,1.35205352065e+12,pause,True,1,NA,NA,NA,1073.999,NA,1222.986,DEFAULT,0,128.555,NA
113,6,6,1359,1.35205229766e+12,2986785412a0766f7d36aaa98f4421fdd4bd5b07,1223.70861816,1.3520536492e+12,play,False,1,NA,NA,NA,128.555,NA,1351.541,NA,0,NA,NA
113,6,6,1359,1.35205229766e+12,2986785412a0766f7d36aaa98f4421fdd4bd5b07,1359,1.35205378815e+12,pause,True,1,NA,NA,NA,138.946,NA,1490.487,PLAYEND,0,NA,NA
113,6,6,1359,1.35108222359e+12,8308ab53dd7e1e42cae7067c08bab3190ee04755,0,1.35108222362e+12,play,False,1,NA,NA,NA,PlayStart,NA,0.031,NA,0,NA,NA
113,6,6,1359,1.35108222359e+12,8308ab53dd7e1e42cae7067c08bab3190ee04755,128.349807739,1.35108235224e+12,pause,True,1,NA,NA,NA,128.619,NA,128.65,DEFAULT,0,29.429,NA
113,6,6,1359,1.35108222359e+12,8308ab53dd7e1e42cae7067c08bab3190ee04755,128.363815308,1.35108238167e+12,play,False,1,NA,NA,NA,29.429,NA,158.079,NA,0,NA,NA
113,6,6,1359,1.35108222359e+12,8308ab53dd7e1e42cae7067c08bab3190ee04755,1223.0333252,1.35108347938e+12,pause,True,1,NA,NA,NA,1097.708,NA,1255.787,DEFAULT,0,5.151,NA
113,6,6,1359,1.35108222359e+12,8308ab53dd7e1e42cae7067c08bab3190ee04755,1223.66503906,1.35108348453e+12,play,False,1,NA,NA,NA,5.151,NA,1260.938,NA,0,NA,NA
113,6,6,1359,1.35108222359e+12,8308ab53dd7e1e42cae7067c08bab3190ee04755,1230.88220215,1.35108349184e+12,pause,True,1,NA,NA,NA,7.307,NA,1268.245,DEFAULT,0,59.461,NA
113,6,6,1359,1.35108222359e+12,8308ab53dd7e1e42cae7067c08bab3190ee04755,909.971862793,1.35108354075e+12,seeked,True,1,BW,1230.88220215,909.971862793,48.914,-320.910339355,1317.159,NA,0,NA,NA
113,6,6,1359,1.35108222359e+12,8308ab53dd7e1e42cae7067c08bab3190ee04755,909.971862793,1.3510835513e+12,play,False,1,NA,NA,NA,10.547,NA,1327.706,NA,0,NA,NA
113,6,6,1359,1.35108222359e+12,8308ab53dd7e1e42cae7067c08bab3190ee04755,1223.0625,1.35108386439e+12,pause,True,1,NA,NA,NA,313.096,NA,1640.802,DEFAULT,0,1.721,NA
113,6,6,1359,1.35108222359e+12,8308ab53dd7e1e42cae7067c08bab3190ee04755,1223.0625,1.35108386612e+12,play,False,1,NA,NA,NA,1.721,NA,1642.523,NA,0,NA,NA
113,6,6,1359,1.35108222359e+12,8308ab53dd7e1e42cae7067c08bab3190ee04755,1359,1.35108400494e+12,pause,True,1,NA,NA,NA,138.83,NA,1781.353,PLAYEND,0,NA,NA
113,6,6,1359,1.35177256283e+12,b3a7a6ebca42a5ba07bd75352de8aa42b06c6754,0,1.35177256285e+12,play,False,1,NA,NA,NA,PlayStart,NA,0.025,NA,0,NA,NA
113,6,6,1359,1.35177256283e+12,b3a7a6ebca42a5ba07bd75352de8aa42b06c6754,1223.05383301,1.35177379269e+12,pause,True,1,NA,NA,NA,1229.839,NA,1229.864,DEFAULT,0,126.457,NA
113,6,6,1359,1.35177256283e+12,b3a7a6ebca42a5ba07bd75352de8aa42b06c6754,1223.07763672,1.35177391915e+12,play,False,1,NA,NA,NA,126.457,NA,1356.321,NA,0,NA,NA
113,6,6,1359,1.35177256283e+12,b3a7a6ebca42a5ba07bd75352de8aa42b06c6754,1359,1.35177405857e+12,pause,True,1,NA,NA,NA,139.42,NA,1495.741,PLAYEND,0,NA,NA
113,6,6,1359,1.35199875156e+12,0f946cb25fc60de136605c63df941dddf53576a5,0,1.35199875158e+12,play,False,1,NA,NA,NA,PlayStart,NA,0.026,NA,0,NA,NA
113,6,6,1359,1.35199875156e+12,0f946cb25fc60de136605c63df941dddf53576a5,724.365905762,1.35199876309e+12,seeked,False,1,FW,11.509,724.365905762,11.509,712.856905762,11.535,NA,0,NA,NA
113,6,6,1359,1.35199875156e+12,0f946cb25fc60de136605c63df941dddf53576a5,700.999267578,1.35199877945e+12,seeked,False,1,BW,740.721905762,700.999267578,16.356,-39.7226381836,27.891,NA,0,NA,NA
113,6,6,1359,1.35199875156e+12,0f946cb25fc60de136605c63df941dddf53576a5,618.317260742,1.35199879326e+12,seeked,False,1,BW,714.816267578,618.317260742,13.817,-96.4990068359,41.708,NA,0,NA,NA
113,6,6,1359,1.35199875156e+12,0f946cb25fc60de136605c63df941dddf53576a5,553.609680176,1.35199879602e+12,seeked,False,1,BW,621.077260742,553.609680176,2.76,-67.4675805664,44.468,NA,0,NA,NA
113,6,6,1359,1.35199875156e+12,0f946cb25fc60de136605c63df941dddf53576a5,605.735229492,1.35199881206e+12,seeked,False,1,FW,569.643680176,605.735229492,16.034,36.0915493164,60.502,NA,0,NA,NA
