lectureID,videoWeek,videoID,videoDuration,initTime,user,currentTime,eventTime,eventType,pauseState,playbackRate,seekType,seekFrom,seekTo,interval,jumpedTime,timeSinceStart,pauseType,numOfQuizzes,pauseDuration,isScroll
115,6,7,1235,1.35110092364e+12,f7cbb9aed0f0f9e62a7e455196f7808612b36674,0,1.35110092369e+12,play,False,1,NA,NA,NA,PlayStart,NA,0.05,NA,0,NA,NA
115,6,7,1235,1.35110092364e+12,f7cbb9aed0f0f9e62a7e455196f7808612b36674,850.689941406,1.35110093034e+12,seeked,False,1,FW,6.644,850.689941406,6.644,844.045941406,6.694,NA,0,NA,NA
115,6,7,1235,1.35110092364e+12,f7cbb9aed0f0f9e62a7e455196f7808612b36674,934.757080078,1.35110101574e+12,pause,True,1,NA,NA,NA,85.402,NA,92.096,DEFAULT,0,34.898,NA
115,6,7,1235,1.35110092364e+12,f7cbb9aed0f0f9e62a7e455196f7808612b36674,934.75769043,1.35110105064e+12,play,False,1,NA,NA,NA,34.898,NA,126.994,NA,0,NA,NA
115,6,7,1235,1.35110092364e+12,f7cbb9aed0f0f9e62a7e455196f7808612b36674,937.267028809,1.35110105296e+12,pause,True,1,NA,NA,NA,2.321,NA,129.315,DEFAULT,0,1.133,NA
115,6,7,1235,1.35110092364e+12,f7cbb9aed0f0f9e62a7e455196f7808612b36674,937.268798828,1.35110105409e+12,play,False,1,NA,NA,NA,1.133,NA,130.448,NA,0,NA,NA
115,6,7,1235,1.35110092364e+12,f7cbb9aed0f0f9e62a7e455196f7808612b36674,1235,1.35110135182e+12,pause,True,1,NA,NA,NA,297.73,NA,428.178,PLAYEND,0,NA,NA
115,6,7,1235,1.35172033726e+12,a5842e4477bdcba667bd14bc8f796600e086be8d,0,1.35172033727e+12,play,False,1,NA,NA,NA,PlayStart,NA,0.01,NA,0,NA,NA
115,6,7,1235,1.35172033726e+12,a5842e4477bdcba667bd14bc8f796600e086be8d,695.541748047,1.35172034087e+12,seeked,False,1,FW,3.6,695.541748047,3.6,691.941748047,3.61,NA,0,NA,NA
115,6,7,1235,1.35172033726e+12,a5842e4477bdcba667bd14bc8f796600e086be8d,0,1.35172034373e+12,seeked,False,1,BW,698.406748047,0,2.865,-698.406748047,6.475,NA,0,NA,NA
115,6,7,1235,1.35172033726e+12,a5842e4477bdcba667bd14bc8f796600e086be8d,243.110427856,1.35172058688e+12,pause,True,1,NA,NA,NA,243.145,NA,249.62,DEFAULT,0,95.613,NA
115,6,7,1235,1.35172033726e+12,a5842e4477bdcba667bd14bc8f796600e086be8d,243.110427856,1.35172068249e+12,play,False,1,NA,NA,NA,95.613,NA,345.233,NA,0,NA,NA
115,6,7,1235,1.35172033726e+12,a5842e4477bdcba667bd14bc8f796600e086be8d,894.330749512,1.35172133319e+12,pause,True,1,NA,NA,NA,650.702,NA,995.935,DEFAULT,0,77.702,NA
115,6,7,1235,1.35172033726e+12,a5842e4477bdcba667bd14bc8f796600e086be8d,894.330749512,1.35172141089e+12,play,False,1,NA,NA,NA,77.702,NA,1073.637,NA,0,NA,NA
115,6,7,1235,1.35172033726e+12,a5842e4477bdcba667bd14bc8f796600e086be8d,1198.1105957,1.35172171408e+12,pause,True,1,NA,NA,NA,303.188,NA,1376.825,DEFAULT,0,9.789,NA
115,6,7,1235,1.35172033726e+12,a5842e4477bdcba667bd14bc8f796600e086be8d,1198.11169434,1.35172172387e+12,play,False,1,NA,NA,NA,9.789,NA,1386.614,NA,0,NA,NA
115,6,7,1235,1.35172033726e+12,a5842e4477bdcba667bd14bc8f796600e086be8d,1235,1.35172176065e+12,pause,True,1,NA,NA,NA,36.781,NA,1423.395,PLAYEND,0,NA,NA
115,6,7,1235,1.35171805936e+12,a4ed07d6341f1c0c59a2b13617c6d62f3e705347,0,1.35171805938e+12,play,False,1,NA,NA,NA,PlayStart,NA,0.01,NA,0,NA,NA
115,6,7,1235,1.35171805936e+12,a4ed07d6341f1c0c59a2b13617c6d62f3e705347,1235,1.35171929517e+12,pause,True,1,NA,NA,NA,1235.799,NA,1235.809,PLAYEND,0,NA,NA
115,6,7,1235,1.35172596343e+12,bf850c17dbf9b8a8b672f758e44dffd9c4fd6c9c,0,1.35172596344e+12,play,False,1,NA,NA,NA,PlayStart,NA,0.015,NA,0,NA,NA
115,6,7,1235,1.35172596343e+12,bf850c17dbf9b8a8b672f758e44dffd9c4fd6c9c,1235,1.35172720568e+12,pause,True,1,NA,NA,NA,1242.24,NA,1242.255,PLAYEND,0,NA,NA
115,6,7,1235,1.35212974611e+12,34ab5c793377e0426d210916abaf7796b1adbf59,0,1.35212974624e+12,play,False,1,NA,NA,NA,PlayStart,NA,0.122,NA,0,NA,NA
115,6,7,1235,1.35212974611e+12,34ab5c793377e0426d210916abaf7796b1adbf59,72.5085067749,1.35212983975e+12,seeked,False,1,BW,93.514,72.5085067749,93.514,-21.0054932251,93.636,NA,0,NA,NA
115,6,7,1235,1.35212974611e+12,34ab5c793377e0426d210916abaf7796b1adbf59,74.3298110962,1.35212984164e+12,pause,True,1,NA,NA,NA,1.891,NA,95.527,DEFAULT,0,78.728,NA
115,6,7,1235,1.35212974611e+12,34ab5c793377e0426d210916abaf7796b1adbf59,74.3318099976,1.35212992037e+12,play,False,1,NA,NA,NA,78.728,NA,174.255,NA,0,NA,NA
115,6,7,1235,1.35212974611e+12,34ab5c793377e0426d210916abaf7796b1adbf59,108.998085022,1.35212995461e+12,pause,True,1,NA,NA,NA,34.239,NA,208.494,DEFAULT,0,25.022,NA
